1	301	0	1
1	302	0	1
1	306	0	1
1	307	0	1
1	313	0	1
1	316	0	1
1	317	0	1
1	320	0	1
1	321	0	1
1	323	0	1
1	327	0	1
20	310	2	1
21	310	3	1
21	311	2	0
300	300	1	0
300	301	1	1
301	301	2	0
301	302	1	1
301	303	1	1
301	310	0	1
301	319	1	1
302	301	3	0
302	304	0	1
303	302	2	0
303	304	1	1
304	302	3	0
304	303	0	1
305	303	2	0
305	312	1	1
305	322	1	1
306	304	2	0
306	318	1	1
306	321	1	1
307	305	1	0
307	306	1	1
308	306	2	0
308	307	1	1
308	308	1	1
308	310	1	1
309	306	3	0
309	309	0	1
310	307	2	0
310	309	1	1
311	307	3	0
311	308	0	1
312	308	2	0
312	312	0	1
312	322	0	1
313	309	2	0
313	318	0	1
314	310	4	0
314	311	1	1
315	311	0	1
315	320	3	0
316	312	2	0
316	313	1	1
317	313	3	0
317	315	0	1
318	316	2	0
318	313	2	1
319	318	2	0
319	317	2	1
320	317	3	0
320	314	0	1
321	314	1	0
321	315	1	1
322	319	2	0
322	320	1	1
323	321	2	0
323	320	2	1
324	319	0	1
324	329	2	0
324	326	0	1
324	324	0	1
324	323	2	1
325	322	2	0
325	323	1	1
326	323	3	0
326	325	1	1
326	326	1	1
327	325	2	0
327	327	2	1
328	326	2	0
328	327	1	1
329	327	5	0
329	329	0	1
330	328	5	0
330	329	1	1
331	330	5	0
331	327	4	1
332	324	1	0
332	325	0	1
