8000	8000	3	0
8001	8001	3	0
8002	8002	3	0
8003	8003	3	0
8004	8004	3	0
8005	8005	3	0
8006	8006	3	0
1	8000	0	1
1	8001	0	1
1	8002	0	1
1	8003	0	1
1	8004	0	1
1	8005	0	1
1	8006	0	1
1	8007	0	1
101907	8000	1	1
7137	8000	2	1
101803	8001	1	1
7137	8001	2	1
7137	8002	1	1
7137	8002	2	1
7137	8003	1	1
7137	8003	2	1
7137	8004	1	1
7137	8004	2	1
7137	8005	1	1
7137	8005	2	1
7137	8006	1	1
7137	8006	2	1
8007	8007	5	0
600	8007	4	1
8007	8008	1	1
600	8008	2	0
7137	8008	0	1
8008	8009	3	0
8009	8009	4	0
8010	8009	5	0
8011	8009	6	0
7137	8009	0	1
7137	8009	1	1
7137	8009	2	1
8013	8010	6	0
8000	8010	5	1
8001	8010	3	1
8002	8010	1	1
8009	8010	0	1
7137	8010	2	1
8012	8010	4	1
8012	8011	2	0
7207	8011	1	1
65301	8011	0	1
