1	7100	0	1
1	7101	0	1
600	7100	8	1
600	7101	4	1
7100	7138	0	1
7101	7139	0	1
7102	7140	0	1
7160	7138	1	0
7161	7138	2	0
7162	7138	3	0
7163	7138	4	0
7164	7138	5	0
7165	7138	6	0
7166	7138	7	0
7167	7138	8	0
7168	7138	9	0
7169	7138	10	0
7170	7138	11	0
7171	7138	12	0
7172	7138	13	0
7173	7138	14	0
7174	7138	15	0
7175	7138	16	0
7180	7139	16	0
7181	7140	16	0
7104	7121	6	0
7105	7122	6	0
7137	7137	0	0
7137	7121	3	1
7137	7122	2	1
7137	7122	3	1
7137	7123	0	1
7202	7121	5	1
7202	7122	5	1
101806	7100	4	1
101807	7100	5	1
7104	7100	6	1
7105	7100	7	1	
101609	7100	1	1
101309	7131	0	1
101310	7136	0	1
101507	7132	0	1
101808	7110	3	1
101809	7110	2	1
101810	7110	4	1
101811	7110	5	1
101812	7110	6	1
101813	7110	7	1
101403	7101	1	1
7100	7100	9	0
7100	7110	0	1
7101	7101	5	0
7101	7110	1	1
7101	7123	2	1
7102	7110	8	0
600	7123	1	1
7103	7100	8	1
7103	7123	3	0
7141	7141	4	0
7142	7141	5	0
7143	7142	4	0
7144	7142	5	0
7141	7121	0	1
7142	7121	1	1
7143	7122	0	1
7144	7122	1	1
7160	7121	4	1
7175	7121	2	1
7175	7122	4	1
65302	7141	2	1
65303	7141	3	1
65304	7141	4	1
65305	7141	5	1
65306	7142	2	1
65307	7142	3	1
65308	7142	4	1
65309	7142	5	1
600	7131	2	0
600	7132	2	0
7135	7135	1	0
7134	7134	0	0
7102	7135	0	1
7135	7133	0	1
7134	7133	1	1
7133	7133	2	0
7133	7132	1	1
7101	7136	1	1
600	7136	2	0
1	7200	0	1
7200	7200	3	0
7210	7210	2	0
7211	7211	2	0
7212	7212	2	0
7213	7213	2	0
7214	7214	2	0
7215	7215	2	0
7216	7216	1	0
7217	7217	1	0
101602	7214	1	1
101602	7215	1	1
101607	7212	1	1
101607	7213	1	1
7210	7200	1	1
7211	7200	2	1
7212	7210	1	1
7213	7211	0	1
7214	7210	0	1
7215	7211	1	1
7216	7215	0	1
7217	7213	0	1
1	7201	0	1
7201	7201	3	0
7220	7220	2	0
7221	7221	2	0
7222	7222	2	0
7223	7223	2	0
7224	7224	2	0
7225	7225	2	0
7226	7226	1	0
7227	7227	1	0
101602	7224	1	1
101602	7225	1	1
101706	7222	1	1
101706	7223	1	1
7220	7201	1	1
7221	7201	2	1
7222	7220	1	1
7223	7221	0	1
7224	7220	0	1
7225	7221	1	1
7226	7225	0	1
7227	7223	0	1
1	7202	0	1
7202	7202	3	0
7230	7230	2	0
7231	7231	2	0
7232	7232	2	0
7233	7233	2	0
7234	7234	2	0
7235	7235	2	0
7236	7236	1	0
7237	7237	1	0
101602	7234	1	1
101602	7235	1	1
101505	7232	1	1
101505	7233	1	1
7230	7202	1	1
7231	7202	2	1
7232	7230	1	1
7233	7231	0	1
7234	7230	0	1
7235	7231	1	1
7236	7235	0	1
7237	7233	0	1
1	7203	0	1
7203	7203	3	0
7240	7240	2	0
7241	7241	2	0
7242	7242	2	0
7243	7243	2	0
7244	7244	2	0
7245	7245	2	0
7246	7246	1	0
7247	7247	1	0
101602	7244	1	1
101602	7245	1	1
101906	7242	1	1
101906	7243	1	1
7240	7203	1	1
7241	7203	2	1
7242	7240	1	1
7243	7241	0	1
7244	7240	0	1
7245	7241	1	1
7246	7245	0	1
7247	7243	0	1
1	7204	0	1
7204	7204	3	0
7250	7250	2	0
7251	7251	2	0
7252	7252	2	0
7253	7253	2	0
7254	7254	2	0
7255	7255	2	0
7256	7256	1	0
7257	7257	1	0
101602	7254	1	1
101602	7255	1	1
7250	7204	1	1
7251	7204	2	1
7252	7250	1	1
7253	7251	0	1
7254	7250	0	1
7255	7251	1	1
7256	7255	0	1
7257	7253	0	1
1	7205	0	1
7205	7205	3	0
7260	7260	2	0
7261	7261	2	0
7262	7262	2	0
7263	7263	2	0
7264	7264	2	0
7265	7265	2	0
7266	7266	1	0
7267	7267	1	0
101602	7264	1	1
101602	7265	1	1
7260	7205	1	1
7261	7205	2	1
7262	7260	1	1
7263	7261	0	1
7264	7260	0	1
7265	7261	1	1
7266	7265	0	1
7267	7263	0	1
1	7206	0	1
7206	7206	3	0
7270	7270	2	0
7271	7271	2	0
7274	7274	2	0
7275	7275	2	0
7276	7276	1	0
101603	7274	1	1
101603	7275	1	1
101805	7270	1	1
101804	7271	0	1
7270	7206	1	1
7271	7206	2	1
7274	7270	0	1
7275	7271	1	1
7276	7275	0	1
1	7207	0	1
7207	7207	3	0
7280	7280	2	0
7281	7281	2	0
7284	7284	2	0
7285	7285	2	0
7286	7286	1	0
101603	7284	1	1
101603	7285	1	1
101905	7280	1	1
101904	7281	0	1
7280	7207	1	1
7281	7207	2	1
7284	7280	0	1
7285	7281	1	1
7286	7285	0	1
7301	7301	2	0
7302	7302	15	0
7303	7303	16	0
7304	7304	2	0
7302	7301	0	1
7175	7301	1	1
7302	7304	1	1
7303	7304	0	1
7328	7328	1	0
7329	7329	1	0
7330	7330	1	0
7331	7331	1	0
7332	7332	1	0
7333	7333	1	0
7334	7334	1	0
7335	7335	1	0
7336	7336	1	0
7337	7337	1	0
7338	7338	1	0
7339	7339	1	0
7340	7340	1	0
7341	7341	1	0
7342	7342	1	0
7343	7343	1	0
7328	7303	14	1
7329	7303	12	1
7330	7303	10	1
7331	7303	8	1
7332	7303	6	1
7333	7303	4	1
7334	7303	2	1
7335	7303	0	1
7336	7303	1	1
7337	7303	3	1
7338	7303	5	1
7339	7303	7	1
7340	7303	9	1
7341	7303	11	1
7342	7303	13	1
7343	7303	15	1
7160	7328	0	1
7161	7329	0	1
7162	7330	0	1
7163	7331	0	1
7164	7332	0	1
7165	7333	0	1
7166	7334	0	1
7167	7335	0	1
7168	7336	0	1
7169	7337	0	1
7170	7338	0	1
7171	7339	0	1
7172	7340	0	1
7173	7341	0	1
7174	7342	0	1
7175	7343	0	1
7305	7305	2	0
7306	7306	2	0
7307	7307	2	0
7308	7308	2	0
7311	7311	4	0
7309	7309	4	0
7310	7310	4	0
7312	7312	1	0
7137	7312	0	1
7305	7311	3	1
7306	7311	1	1
7307	7311	0	1
7308	7311	2	1
65402	7305	1	1
7137	7305	0	1
7312	7306	0	1
65403	7306	1	1
7309	7307	1	1
7160	7307	0	1
7310	7308	1	1
7175	7308	0	1
65302	7309	3	1
65303	7309	1	1
65304	7309	0	1
65305	7309	2	1
65306	7310	3	1
65307	7310	1	1
65308	7310	0	1
65309	7310	2	1
7321	7321	2	0
7313	7313	2	0
7317	7317	2	0
7316	7316	2	0
7320	7320	2	0
7314	7314	3	0
7315	7315	3	0
7318	7318	3	0
7319	7319	3	0
7322	7322	1	0
7323	7323	1	0
7324	7324	1	0
7325	7325	1	0
7326	7326	1	0
7327	7327	1	0
7175	7322	0	1
7180	7323	0	1
7181	7324	0	1
7175	7325	0	1
7180	7326	0	1
7181	7327	0	1
7313	7321	1	1
7317	7321	0	1
7316	7313	0	1
65402	7313	1	1
65403	7317	1	1
7320	7317	0	1
7314	7316	1	1
7315	7316	0	1
7318	7320	1	1
7319	7320	0	1
7322	7314	1	1
7323	7314	0	1
7181	7314	2	1
7324	7315	2	1
7175	7315	1	1
7180	7315	0	1
7325	7318	1	1
7180	7318	0	1
7181	7318	2	1
7175	7319	1	1
7326	7319	0	1
7327	7319	2	1
7401	7401	1	0
7402	7402	1	0
7403	7403	1	0
7404	7404	1	0
7405	7405	2	0
7406	7406	2	0
7407	7407	2	0
7405	7402	0	1
7405	7406	0	1
7406	7403	0	1
7407	7404	0	1
7412	7412	1	0
7413	7413	1	0
7414	7414	1	0
7201	7401	0	1
7200	7405	0	1
7203	7405	1	1
7201	7406	1	1
7202	7407	0	1
7201	7407	1	1
7202	7412	0	1
7203	7413	0	1
7200	7414	0	1
10005	7418	20	0
6027	7418	3	1
6026	7418	2	1
6025	7418	1	1
6024	7418	0	1
7201	7418	4	1		
7401	7418	5	1
7200	7418	6	1
7414	7418	7	1
7203	7418	8	1
7413	7418	9	1
7202	7418	10	1
7412	7418	11	1
7403	7418	12	1
7402	7418	13	1
7405	7418	14	1
7406	7418	15	1
7404	7418	16	1
7412	7418	17	1
7202	7418	18	1
7407	7418	19	1
